,location,specific_location,features,bed,bath,toilet,description,price,category,property_code,date_posted/updated,service_level,key_features,detail_description
535,ajah,Thomas Estate Ajah Lagos,3 beds 4 baths 4 Toilets,3,4,4,Newly built 3bedroom flat at happy land estatete 1.5m rent all ensuite upstairs,1500000,,5EDLL,"Updated 21 Apr 2021, Added 28 Dec 2020",Newly Built,"3 Bedrooms
New",Newly built 3bedroom flat at happy land estatete 1.5m rent all ensuite upstairs
536,ajah,Diamond estateSangotedo Ajah Lagos,4 beds 4 baths 5 Toilets,4,4,5,Executive newly built 4 bedroom flat en-suite,2500000,,4EHGL,"Updated 21 Apr 2021, Added 16 Feb 2021",Newly Built,"4 Bedrooms
New",Grab your stuff and then
537,ajah, Abraham Adesanya Estate Ajah Lagos,2 beds 3 baths 3 Toilets,2,3,3,well maintained 2 bedroom flat,1200000,,1EKV,"Updated 21 Apr 2021, Added 14 Mar 2021",,2 Bedroom,well maintained 2 bedroom flat in Abraham adesanya estate 1.2m rent
538,ajah,badore roadBadore Ajah Lagos,1 beds 1 baths 1 Toilets,1,1,1,Roomself shared apartment,300000,,2ENPL,"Updated 21 Apr 2021, Added 14 Apr 2021",,1 Bedroom,"Rent is 300k
Agency is 30k
Agreement is 30k
Caution is 25k
Service charge is 25k
Total is 410k"
539,ajah,Thomas Estate Ajah Lagos,1 beds 2 baths 2 Toilets,1,2,2,"well maintained room,and parlor in Thomas estate 850k for rent",850000,,4ENGX,"Updated 21 Apr 2021, Added 10 Apr 2021",,1 Bedroom,"well maintained room,and parlor in Thomas estate 850k for rent"
540,ajah, Thomas Estate Ajah Lagos,2 beds 3 baths 3 Toilets,2,3,3,brand new massive 2bedroom flat,1200000,,3EJEN,"Updated 21 Apr 2021, Added 25 Feb 2021",Newly Built,"2 Bedrooms
New",brand new massive 2bedroom flat in Thomas estate 1.2m rent
541,ajah, Thomas Estate Ajah Lagos,4 beds 5 baths 5 Toilets,4,5,5,brand new massive tastefully built semi detached duplex 4bedroom duplex,3800000,,4EJET,"Updated 21 Apr 2021, Added 25 Feb 2021",,4 Bedroom,brand new massive testfully built semi detached duplex 4bedroom duplex in Thomas estate rent 3.8m
542,ajah,Majeck bus stopSangotedo Ajah Lagos,3 beds 3 baths 4 Toilets,3,3,4,Nice and spacious 3bedroom flat,900000,,2EJMR,"Updated 21 Apr 2021, Added 28 Feb 2021",,3 Bedroom,"TO LET PROPERTY:

Nice and spacious 3bedroom flat

LOCATION; majeck bus stop Sangotedo
just 3houses to the Expressway.
Upstairs.

Rent ; 900k per annum agency 10%, legal 10% caution deposit 50k"
543,ajah,Lekki gardens estate 4Lekki Gardens Estate Ajah Lagos,3 beds 3 baths 4 Toilets,3,3,4,Newly built Serviced 3bedroom corner piece terrace duplex,2000000,,3EGNL,"Updated 21 Apr 2021, Added 07 Feb 2021",Serviced Newly Built,"Security
POP Ceiling
Street Lights
Supermarket Nearby
Parking Space
24 Hours Security
Security doors
Big Compound
24 hours Electricity
Ocean View
Water Treatment
All Room Ensuit
CCTV Cameras
Drainage System
3 Bedrooms
New
Serviced","Newly built Tastefully finished Serviced 3bedroom corner piece terrace duplex at Lekki gardens estate 4.
With ample parking space, 24hours security services, 24hours electricity supply, 24hours clean and treated water supply.
Rent #2m"
544,ajah,Adjacent blenco supermarketSangotedo Ajah Lagos,3 beds 3 baths 4 Toilets,3,3,4,Luxury newly built all rooms en-suite 3 bedrooms with just 2 tenants,1300000,,4ECUH,"Updated 21 Apr 2021, Added 15 Dec 2020",Newly Built,"3 Bedrooms
New","Super finished luxury home in a well secured gated estate with uniform security guards and good accessible road not far from the main road coupled with regular power supply.In addition to enough parking space in the compound that can contain up to 8 cars.

Proudly Marketed By WHITEBRONZE INVESTMENT LTD RC 1192624
For inspection and more clarification please Contact WHITEBRONZE INVESTMENT LTD ON
Email:[redacted]
Website:www.whitebronzeinvestment.com"
545,ajah, Abraham Adesanya Estate Ajah Lagos,3 beds 4 baths 4 Toilets,3,4,4,Newly built Spacious tastefully finished 3bedroom terrace at lekki gardens scheme 1.8m,1800000,,5DXKZ,"Updated 21 Apr 2021, Added 04 Oct 2020",Newly Built,"3 Bedrooms
New",Newly built Spacious testefully finished 3bedroom terrace at lekki gardens scheme 2..rent 1.8m
546,ajah, Thomas Estate Ajah Lagos,4 beds 5 baths 5 Toilets,4,5,5,brand new massive tastefully built semi detached duplex 4bedroom duplex,3800000,,4EJET,"Updated 21 Apr 2021, Added 25 Feb 2021",,4 Bedroom,brand new massive testfully built semi detached duplex 4bedroom duplex in Thomas estate rent 3.8m
547,ajah,badore roadBadore Ajah Lagos,1 beds 1 baths 1 Toilets,1,1,1,Roomself shared apartment,300000,,2ENPL,"Updated 21 Apr 2021, Added 14 Apr 2021",,1 Bedroom,"Rent is 300k
Agency is 30k
Agreement is 30k
Caution is 25k
Service charge is 25k
Total is 410k"
548,ajah,Thomas Estate Ajah Lagos,1 beds 2 baths 2 Toilets,1,2,2,"well maintained room,and parlor in Thomas estate 850k for rent",850000,,4ENGX,"Updated 21 Apr 2021, Added 10 Apr 2021",,1 Bedroom,"well maintained room,and parlor in Thomas estate 850k for rent"
549,ajah, Abraham Adesanya Estate Ajah Lagos,2 beds 3 baths 3 Toilets,2,3,3,well maintained 2 bedroom flat,1200000,,1EKV,"Updated 21 Apr 2021, Added 14 Mar 2021",,2 Bedroom,well maintained 2 bedroom flat in Abraham adesanya estate 1.2m rent
550,ajah,Majeck bus stopSangotedo Ajah Lagos,3 beds 3 baths 4 Toilets,3,3,4,Nice and spacious 3bedroom flat,900000,,2EJMR,"Updated 21 Apr 2021, Added 28 Feb 2021",,3 Bedroom,"TO LET PROPERTY:

Nice and spacious 3bedroom flat

LOCATION; majeck bus stop Sangotedo
just 3houses to the Expressway.
Upstairs.

Rent ; 900k per annum agency 10%, legal 10% caution deposit 50k"
551,ajah,Lekki gardens estate 4Lekki Gardens Estate Ajah Lagos,3 beds 3 baths 4 Toilets,3,3,4,Newly built Serviced 3bedroom corner piece terrace duplex,2000000,,3EGNL,"Updated 21 Apr 2021, Added 07 Feb 2021",Serviced Newly Built,"Security
POP Ceiling
Street Lights
Supermarket Nearby
Parking Space
24 Hours Security
Security doors
Big Compound
24 hours Electricity
Ocean View
Water Treatment
CCTV Cameras
Drainage System
All Room Ensuit
3 Bedrooms
New
Serviced","Newly built Tastefully finished Serviced 3bedroom corner piece terrace duplex at Lekki gardens estate 4.
With ample parking space, 24hours security services, 24hours electricity supply, 24hours clean and treated water supply.
Rent #2m"
552,ajah,Adjacent blenco supermarketSangotedo Ajah Lagos,3 beds 3 baths 4 Toilets,3,3,4,Luxury newly built all rooms en-suite 3 bedrooms with just 2 tenants,1300000,,4ECUH,"Updated 21 Apr 2021, Added 15 Dec 2020",Newly Built,"3 Bedrooms
New","Super finished luxury home in a well secured gated estate with uniform security guards and good accessible road not far from the main road coupled with regular power supply.In addition to enough parking space in the compound that can contain up to 8 cars.

Proudly Marketed By WHITEBRONZE INVESTMENT LTD RC 1192624
For inspection and more clarification please Contact WHITEBRONZE INVESTMENT LTD ON
Email:[redacted]
Website:www.whitebronzeinvestment.com"
553,ajah, Abraham Adesanya Estate Ajah Lagos,3 beds 4 baths 4 Toilets,3,4,4,Newly built Spacious tastefully finished 3bedroom terrace at lekki gardens scheme 1.8m,1800000,,5DXKZ,"Updated 21 Apr 2021, Added 04 Oct 2020",Newly Built,"3 Bedrooms
New",Newly built Spacious testefully finished 3bedroom terrace at lekki gardens scheme 2..rent 1.8m
554,ajah,Aptec Estate Sangotedo Sangotedo Ajah Lagos,2 beds 2 baths 3 Toilets,2,2,3,Brand new 2bedroom flat,1100000,,2DYYM,"Updated 21 Apr 2021, Added 27 Oct 2020",Newly Built,"2 Bedrooms
New",This magnificent brand new 2bedroom flat is up for rent at Aptec Estate Sangotedo
555,ajah,Omole Phase 1 Ikeja Lagos,3 beds baths Toilets,3,0,0,3 bedroom duplex sitting on 321 SQM,,Sponsored,1ENHQ,"Updated 20 Apr 2021, Added 11 Apr 2021",,3 Bedroom,"3 bedroom duplex sitting on 321 SQM.

Title Document: C of O.

Asking Price: 110m naira."
556,ajah,Close to Happyland Estate Ajah Lagos,2 beds 3 baths 3 Toilets,2,3,3,This magnificent brand new 2bedroom flat is up for rent at lbs,1200000,,2ECRK,"Updated 21 Apr 2021, Added 14 Dec 2020",Newly Built,"2 Bedrooms
New",This magnificent brand new 2bedroom flat is up for rent at lbs very close to Happyland Estate
557,ajah,Unity estate off badore road Badore Ajah Lagos,1 beds 1 baths 1 Toilets,1,1,1,Newly renovated spacious 1 bedroom flat upstairs,600000,,2EPBB,"Updated 21 Apr 2021, Added 19 Apr 2021",,1 Bedroom,"Renovated Mini flat to let @ first Unity estate Badore Ajah
*Rent : 500k*
agency: 50k
Legal : 50k
security & Dust Bin 60k
*Total: package is 660k*

Renovated Mini flat to let @ first Unity estate Badore Ajah
*Rent : 550k*
agency: 55k
Legal : 55k
security & Dust Bin 60k
*Total: package is 720k*

Renovated Mini flat to let @ first Unity estate Badore Ajah
*Rent : 600k*
agency: 60k
Legal : 60k
security & Dust Bin 60k
*Total: package is 780k"
558,ajah,Opposite canaan Estate Canaan Estate Ajah Lagos,2 beds 2 baths 3 Toilets,2,2,3,This magnificent very clean nice 2bedroom flat is up for rent at blenco Sangotedo,900000,,5DZF,"Updated 21 Apr 2021, Added 31 Oct 2020",,2 Bedroom,This magnificent very clean nice 2bedroom flat is up for rent at blenco Sangotedo
559,ajah,Peninsula estate by lbsPeninsula Estate Ajah Lagos,3 beds 3 baths 4 Toilets,3,3,4,Sharp 3bedroom upstairs,1300000,,6ENLX,"Updated 21 Apr 2021, Added 13 Apr 2021",,3 Bedroom,Sharp 3bedroom flats located at peninsula estate by lbs ajah lekki Lagos with all rooms en-suite interlocked estate with all round street light 24hrs security and serene environment pop finished interlocked compound with wardrobe fitted kitchen ample parking space water heater etc. for inspection and payment contact us
560,ajah,Majek first gateAbijo Ajah Lagos,2 beds 2 baths 3 Toilets,2,2,3,This magnificent brand new 2bedroom flat,600000,,2DZN,"Updated 21 Apr 2021, Added 04 Nov 2020",,2 Bedroom,This magnificent brand new 2bedroom flat is up for rent at majek first gate
561,ajah,Value county estate Olokonla Ajah Lagos,2 beds 2 baths 3 Toilets,2,2,3,Magnificent brand new 2bedroom flat,1200000,,4ENL,"Updated 21 Apr 2021, Added 12 Apr 2021",Newly Built,"2 Bedrooms
New",A magnificent brand new 2bedroom flat in a serene environment for the elite located at value county estate by olokonla immediately after the Lagos business ajah lekki Lagos with all en-suite good road drinkable water steady light wardrobe ample parking space water heater fitted kitchen etc. for inspection and payment contact us
562,ajah,Crown Estate Sangotedo Sangotedo Ajah Lagos,1 beds 1 baths 1 Toilets,1,1,1,self contain,250000,,2EDHR,"Updated 21 Apr 2021, Added 24 Dec 2020",,1 Bedroom,This magnificent self contain BQ is up for rent at Sangotedo no kitchen
563,ajah,Ado Ajah Lagos,beds baths Toilets,0,0,0,Bank/ Office Space,20000000,,8ENZZ,"Updated 21 Apr 2021, Added 19 Apr 2021",,,"Bank space/ office space

Features:
- Interlocked Floor
- Gender Based Toilets
- Large Compound
- Water Treatment
- Designated Parking Space
- 24 Hours Security
- 24 Hours Light
- Atm stand

Amount 20m per annum
Minimum of 5 years
Sqm's available-- 380sqm
Agency 10%.
Legal 10%
Facilitators fee 10%

JRSL0503"
564,ajah,Sangotedo Ajah Lagos,3 beds 3 baths 4 Toilets,3,3,4,This magnificent very spacious 3bedroom flat is up for rent at Sangotedo,800000,,6DZSZ,"Updated 21 Apr 2021, Added 06 Nov 2020",,3 Bedroom,This magnificent very spacious 3bedroom flat is up for rent at Sangotedo
565,ajah,Majek close to the roadSangotedo Ajah Lagos,3 beds 3 baths 3 Toilets,3,3,3,3 Bedroom Luxury Apartmnt with nice fittings,800000,,0ENZM,"Updated 21 Apr 2021, Added 19 Apr 2021",,3 Bedroom,3 bedroom Flat / Apartment for rent Majek close to the road Sangotedo Ajah Lagos
566,ajah,Marshy hill estate Ado Ajah Lagos,3 beds 3 baths 4 Toilets,3,3,4,Magnificent 3bedroom upstairs,1100000,,7EJKU,"Updated 21 Apr 2021, Added 27 Feb 2021",Serviced Newly Built,"3 Bedrooms
New
Serviced",Magnificent 3bedroom flats upstairs just 2 in the compound with all fittings all rooms en-suite good road network drinkable water steady light wardrobe ample parking water treatment plant water fitted kitchen pop finished very spacious in a well secured environment. For inspection and payment contact me
567,ajah,Thomas Estste Thomas Estate Ajah Lagos,beds baths Toilets,0,0,0,Land facing the express at Thomas estate Ajah for lease,3500000,,6EMGC,"Updated 21 Apr 2021, Added 29 Mar 2021",,,Land for lease at Thomas estate
568,ajah,Lekki scheme 2 ajahAjah Lagos,1 beds 1 baths 1 Toilets,1,1,1,nice and sweet self contained,300000,,0DYX,"Updated 21 Apr 2021, Added 26 Oct 2020",,1 Bedroom,This very nice self contain BQ is up for rent at Lekki scheme 2 ajah
569,ajah,Blenco Sangotedo Peninsula Estate Ajah Lagos,2 beds 2 baths 3 Toilets,2,2,3,brand new 2bedroom flat,900000,,3DYLL,"Updated 21 Apr 2021, Added 16 Oct 2020",,2 Bedroom,This magnificent very clean nice 2bedroom flat is up for rent at blenco Sangotedo
570,ajah,Joseph Avenue Sangotedo Ajah Lagos,1 beds 1 baths 2 Toilets,1,1,2,Sharp mini flat upstairs,500000,,9ENJL,"Updated 21 Apr 2021, Added 12 Apr 2021",,1 Bedroom,Very sharp pay and pack inn mini flat located at Joseph Avenue before sangotedo bustop ajah lekki Lagos with clean water steady light wardrobe fitted kitchen ample parking in serene environment. For inspection and payment contact us
571,ajah,Thomas Estate Ajah Lagos,4 beds 4 baths 5 Toilets,4,4,5,4 Bedroom Detached Duplex,2700000,,9ENZN,"Updated 21 Apr 2021, Added 19 Apr 2021",Newly Built,"4 Bedrooms
New","4 Bedroom Detached Duplex

Features
Rooms en-suite
Pop ceiling
Fitted kitchen
Heat extractor
Water heater
Wardrobes
Chandelier
Walk in shower
Parking space
Spacious compound

Caution- 200,000
Agency- 10%
Legal- 10%

JRSL0489"
572,ajah,Ado Ajah Lagos,beds baths Toilets,0,0,0,Shop space,1500000,,5EPA,"Updated 21 Apr 2021, Added 19 Apr 2021",,,"Shop space

Features:
- Interlocked Floor
- Gender Based Toilets
- Large Compound
- Water Treatment
- Designated Parking Space
- 24 Hours Security
- 24 Hours Light

Sqm's available-- 54 sqm / 30sqm / 24sqm / 20sqm

Amount 54 Sqm's 1,500,000

30 sqms 1,300,000

24 Sqms 1,200,000

20 Sqm's 850,000
JRSL0507"
573,ajah,Ocean palm Estate Sangotedo Sangotedo Ajah Lagos,3 beds 3 baths 4 Toilets,3,3,4,3 bedroom flat,900000,,8DYMY,"Updated 21 Apr 2021, Added 17 Oct 2020",,3 Bedroom,"This very nice 3bedroom flat is up for rent st ocean palm Estate Sangotedo
Downstairs 1,000000
upstairs 1,100.000"
574,ajah,Sangotedo Ajah Lagos,3 beds 3 baths 4 Toilets,3,3,4,This magnificent very spacious 3bedroom flat is up for rent at Sangotedo,800000,,6DZSZ,"Updated 21 Apr 2021, Added 06 Nov 2020",,3 Bedroom,This magnificent very spacious 3bedroom flat is up for rent at Sangotedo
575,ajah,Majek close to the roadSangotedo Ajah Lagos,3 beds 3 baths 3 Toilets,3,3,3,3 Bedroom Luxury Apartmnt with nice fittings,800000,,0ENZM,"Updated 21 Apr 2021, Added 19 Apr 2021",,3 Bedroom,3 bedroom Flat / Apartment for rent Majek close to the road Sangotedo Ajah Lagos
576,ajah,Old Ikoyi Ikoyi Lagos,6 beds 6 baths 7 Toilets,6,6,7,MARVELOUS FULLY DETACHED NEWLY BUILT 6 BEDROOM VILLA + PRIVATE CINEMA+POOL+ ELEVATOR+PARKING FOR UP TO 6 CARS @N1.4B!!!,,Sponsored,3EDSA,"Updated 20 Apr 2021, Added 02 Jan 2021",,6 Bedroom,"DIRECT BUYERS ONLY!

SEAMLESS TRANSACTION!

MARVELOUS FULLY DETACHED NEWLY BUILT 6 BEDROOM HOUSE + CINEMA+POOL + ELEVATOR + PARKING FOR UP TO 6 CARS

SALE PRICE @N1.4B!!!

CALL PRINCE ADEMOLA OSINUGA NOW TO BUY IMMEDIATELY"
577,ajah,Marshy hill estate Ado Ajah Lagos,3 beds 3 baths 4 Toilets,3,3,4,Magnificent 3bedroom upstairs,1100000,,7EJKU,"Updated 21 Apr 2021, Added 27 Feb 2021",Serviced Newly Built,"3 Bedrooms
New
Serviced",Magnificent 3bedroom flats upstairs just 2 in the compound with all fittings all rooms en-suite good road network drinkable water steady light wardrobe ample parking water treatment plant water fitted kitchen pop finished very spacious in a well secured environment. For inspection and payment contact me
578,ajah,Abijo GRAAbijo Ajah Lagos,1 beds 1 baths 2 Toilets,1,1,2,brand new Miniflat,400000,,9DYSM,"Updated 21 Apr 2021, Added 21 Oct 2020",Newly Built,"1 Bedrooms
New",This magnificent brand new Miniflat at abijo GRA is up for rent
579,ajah,Lekki Epe expresswayAjiwe Ajah Lagos,5 beds 5 baths 6 Toilets,5,5,6,"FIVE Bedroom fully detached duplex all en-suite with 2 sitting rooms, dinning and spacious kitchen",8000000,,1EPBB,"Updated 21 Apr 2021, Added 19 Apr 2021",,5 Bedroom,"FIVE Bed fully detached duplex all ensuite with 2 sitting rooms,dinning and spacious kitchen situated along lekki Epe expressway after Ajah bridge,Ajah.

Total land size is 637.8,
Title :Governor's Consent.

Price: N8million.

Property is suitable for banking,offices,eatries,supermarket, Pharmacy etc....
moro"
580,ajah,Sangotedo Ajah Lagos,4 beds 4 baths 4 Toilets,4,4,4,4 bedroom duplex at pearl gardens Estate,2000000,,8EPBF,"Updated 21 Apr 2021, Added 19 Apr 2021",,4 Bedroom,"4bedroom duplex at pearl gardens Estate
Rent 2M
Legal 5%
Agency 10%
Caution 200k
Service charge 240

CE"
581,ajah,Hope ville Estate Sangotedo Sangotedo Ajah Lagos,4 beds 4 baths 5 Toilets,4,4,5,nice 4bedroom flat,1200000,,4DYQW,"Updated 21 Apr 2021, Added 19 Oct 2020",,4 Bedroom,This magnificent nice 4bedroom flat is up for rent at hope ville Estate Sangotedo
582,ajah,Peace Estate Sangotedo Ajah Lagos,2 beds 2 baths 3 Toilets,2,2,3,brand new 2bedroom flat,1200000,,0DYBY,"Updated 21 Apr 2021, Added 12 Oct 2020",Newly Built,"2 Bedrooms
New",This magnificent brand new 2bedroom flat is up for rent at peace Estate Sangotedo
583,ajah,Aptec Sangotedo Ajah Lagos,1 beds 1 baths 2 Toilets,1,1,2,clean nice brand new Miniflat,800000,,4DYYG,"Updated 21 Apr 2021, Added 26 Oct 2020",Newly Built,"1 Bedrooms
New",This magnificent very clean nice brand new Miniflat at Aptec Estate Sangotedo is up for rent
584,ajah,Lekki scheme 2 ajahAjah Lagos,2 beds 2 baths 3 Toilets,2,2,3,This magnificent clean nice 2bedroom flat at Lekki scheme 2 ajah is up for rent,1200000,,2DZBM,"Updated 21 Apr 2021, Added 28 Oct 2020",,2 Bedroom,This magnificent very clean nice 2bedroom flat is up for rent at Lekki scheme 2 ajah
585,ajah,Abijo GRAAbijo Ajah Lagos,2 beds 2 baths 3 Toilets,2,2,3,This magnificent brand new 2bedroom flat is up for rent at abijo GRA,550000,,6ENFX,"Updated 21 Apr 2021, Added 10 Apr 2021",Newly Built,"2 Bedrooms
New",This magnificent brand new 2bedroom flat is up for rent at abijo GRA
586,ajah,Vintage Estate Sangotedo Ajah Lagos,2 beds 3 baths 3 Toilets,2,3,3,Nice 2bedroom flat,650000,,8DYBX,"Updated 21 Apr 2021, Added 12 Oct 2020",,2 Bedroom,This magnificent 2bedroom flat is up for rent
587,ajah,Sangotedo Sangotedo Ajah Lagos,4 beds 4 baths 5 Toilets,4,4,5,brand new 4bedroom semi detached duplex,1800000,,4DYYM,"Updated 21 Apr 2021, Added 27 Oct 2020",Newly Built,"4 Bedrooms
New",This magnificent very clean nice brand new 4bedroom semi detached duplex is up for rent at Sangotedo very close to the Express road
588,ajah,Vintage Estate Sangotedo Ajah Lagos,2 beds 3 baths 3 Toilets,2,3,3,Nice 2bedroom flat,650000,,8DYBX,"Updated 21 Apr 2021, Added 12 Oct 2020",,2 Bedroom,This magnificent 2bedroom flat is up for rent
589,ajah,Royal gardens ajah Ajah Lagos,1 beds 1 baths 1 Toilets,1,1,1,This magnificent very clean nice Miniflat at royal garden ajah is up for rent,1200000,,7DZB,"Updated 21 Apr 2021, Added 28 Oct 2020",,1 Bedroom,This magnificent very clean nice Miniflat at royal garden ajah is up for rent
590,ajah,Opposite lagos business School Ajah Lagos,4 beds 4 baths 5 Toilets,4,4,5,brand new 4bedroom detached duplex at university view Estate opposite LBS,2500000,,1DYPW,"Updated 21 Apr 2021, Added 19 Oct 2020",Newly Built,"4 Bedrooms
New",This magnificent brand new 4bedroom detached duplex is up for rent at university view Estate opposite Lagos business school
591,ajah,Royal gardens estateAjah Lagos,5 beds 5 baths 6 Toilets,5,5,6,Magnificent brand new 5 bedroom fully detached duplex with BQ,5500000,,3EMJC,"Updated 21 Apr 2021, Added 30 Mar 2021",Newly Built,"5 Bedrooms
New",This magnificent beautiful brand new 5bedroom fully detached duplex is up for rent at royal gardens Ajah
592,ajah,Monastery road Sangotedo Sangotedo Ajah Lagos,3 beds 3 baths 4 Toilets,3,3,4,3bedroom duplex,2500000,,4EDHR,"Updated 21 Apr 2021, Added 24 Dec 2020",Newly Built,"3 Bedrooms
New",This magnificent very clean nice 3bedroom terrace duplex with a BQ room at behind novare shoprite Sangotedo is up for rent
593,ajah,Lagos business school Olokonla Ajah Lagos,2 beds baths Toilets,2,0,0,Standard 2bedroom flat upstairs,900000,,8EMVE,"Updated 21 Apr 2021, Added 05 Apr 2021",,2 Bedroom,"2bedroom upstairs with boys quarter located at lbs ajah lekki with clean drinkable water , steady light, cost and light good road wardrobe balcony and many more for inspection and payment contact us"
594,ajah,Beach wood estate Awoyaya Ajah Lagos,2 beds 2 baths 2 Toilets,2,2,2,Newly built spacious 3bedrooms flat,1500000,,3EPDM,"Updated 21 Apr 2021, Added 20 Apr 2021",,2 Bedroom,"3 bed in Beach wood estate

This property is in the prestigious beach wood estate Bogije with

24hrs light Guaranteed
24hrs Max Security
24 hrs water supply
Good road all round
Good drainage system

Rent - 1m
Agent fee - 10%
Legal fee - 5%
Caution -10%

3bed 1.5m
Agent fee - 10%
Legal fee - 5%
Caution -10%"
595,ajah,AbijoAbijo Ajah Lagos,10 beds 10 baths 10 Toilets,0,0,0,Nice hotel for lease,2000000,,5CGBJ,"Updated 21 Apr 2021, Added 24 May 2019",,10 Bedroom,Nice and sweet hotel for lease 20 rooms
596,ajah,Hope ville Estate Sangotedo Sangotedo Ajah Lagos,2 beds 2 baths 3 Toilets,2,2,3,nice 2 bedroom flat,800000,,6ECRK,"Updated 21 Apr 2021, Added 14 Dec 2020",,2 Bedroom,This magnificent very clean nice 2bedroom flat is up for rent at hope ville Estate Sangotedo
597,ajah,... Lekki Phase 1 Lekki Lagos,5 beds 6 baths 7 Toilets,5,6,7,Luxury Smart 5 Bedroom Detached House,,Sponsored,2DRSC,"Updated 20 Apr 2021, Added 06 Aug 2020",Newly Built,"5 Bedrooms
New","FOR SALE: Luxury Smart 5 Bedroom Detached House with Swimming Pool at Lekki Phase 1, Lekki, Lagos.

DESCRIPTION:
This is a newly built contemporary Smart and Superb 5 Bedroom detached home with Boy's Quarters and a decked over swimming pool in the heart of lekki. A home with high class.

FEATURES
- Brand New
- Smart
- All Rooms Ensuite
- Stamped Concrete Floor
- Decked over Swimming Pool
- Box Room
- Inverter with batteries
- Motion detectors
- In-Built speaker
- Modern Architecture
- Smoke Detectors
- Fire Alarm System
- Air Conditioners
- Kitchenette
- CCTV Cameras
- Fully Fitted Kitchen with Exit
- Pantry
- Solid security doors
- Oven
- Microwave
- Gas Cooker
- Washing Machine
- Water Heaters
- Boy's Quarter
- Rooftop lounge
- Walk -in Closet
- Water treatment plant
- 24 hours security

- Title: Governor's Consent

PRICE: N320million ($712k)


Instagram: bluehedgerealtors"
598,ajah,Mapol estate by lbs Olokonla Ajah Lagos,2 beds 2 baths 3 Toilets,2,2,3,Sweet brand new 2bedroom flat,1200000,,7ENRF,"Updated 21 Apr 2021, Added 14 Apr 2021",Furnished Serviced Newly Built,"2 Bedrooms
New
Serviced
Furnished",Sweet brand new 2bedroom flats located at mapol estate ajah lekki Lagos . The house was s tastefully built and us 2in the compound with all rooms en-suite good road drinkable water steady light wardrobe ample parking space etc did inspection and payment contact us
599,ajah,Thomas Estate Ajah Lagos,3 beds 3 baths 4 Toilets,3,3,4,3 Bedroom Detached Duplex,2500000,,3ENZM,"Updated 21 Apr 2021, Added 19 Apr 2021",,3 Bedroom,"3 Bedroom Detached Duplex

Features
Rooms en-suite
Pop ceiling
Fitted kitchen
Heat extractor
Water heater
Wardrobes
Chandelier
Walk in shower
Washing machine
Parking space
Spacious compound

Service Charge- 300,000
Caution- 300,000
Agency- 10%
Legal- 10%

JRSL0487"
600,ajah,University view Estate opposite lbs Ajah Lagos,2 beds 2 baths 3 Toilets,2,2,3,Nice 2bedroom at university view Estate opposite lbs,700000,,1DYVN,"Updated 21 Apr 2021, Added 24 Oct 2020",,2 Bedroom,Nice 2bedroom flat at university view Estate opposite lbs
601,ajah,Behind novare shoprite Sangotedo Sangotedo Ajah Lagos,3 beds 3 baths 4 Toilets,3,3,4,3bedroom flat,1800000,,2EDHU,"Updated 21 Apr 2021, Added 24 Dec 2020",Newly Built,"3 Bedrooms
New",This magnificent brand new 3bedroom flat with a room BQ is up for rent behind novare shoprite Sangotedo
602,ajah,"Mobil Road,Ilaje Ajah Lagos",1 beds 1 baths 2 Toilets,1,1,2,Newly built mini flat,1000000,,4EPDV,Added 20 Apr 2021,Furnished Serviced Newly Built,"1 Bedrooms
New
Serviced
Furnished","TO LET AT MOBIL ROAD AJAH*

Newly built miniflat for rent at Mobil road Ajay.

Rent = #1m
Services charge = #100k
Caution = #100k
Agency = #100k
Agreement = #100k"
603,ajah,Unity EstateBadore Ajah Lagos,0 beds 0 baths 4 Toilets,0,0,4,3 Bedroom Flat,1300000,,3EPC,Added 20 Apr 2021,,,Flat / Apartment for rent Unity Estate Badore Ajah Lagos
604,ajah,Rock stone estateBadore Ajah Lagos,0 beds 0 baths 0 Toilets,0,0,0,2 Bedroom flat,900000,,7EPCN,Added 20 Apr 2021,,,Flat / Apartment for rent Rock stone estate Badore Ajah Lagos
605,ajah,Rock stone estateBadore Ajah Lagos,3 beds 0 baths 4 Toilets,3,0,4,3 Bedroom Flat,1200000,,8EPCM,Added 20 Apr 2021,,3 Bedroom,3 bedroom Flat / Apartment for rent Rock stone estate Badore Ajah Lagos
606,ajah,Olokonla Ajah Lagos,3 beds 3 baths 4 Toilets,3,3,4,"Luxurious 3 bedroom semi detached duplex @ Olokunla, Ajah",2500000,,6EDUS,"Updated 20 Apr 2021, Added 05 Jan 2021",,3 Bedroom,"A luxurious and nice newly built 3 bedroom semi detached duplex at Olokunla.

Rent 2.5m
Agency 10%
Legal fee 10%
Refundable caution deposit 200k
Total 3.2m"
607,ajah,Sangotedo Ajah Lagos,2 beds 2 baths 2 Toilets,2,2,2,Neat 2 bedroom flat @ Sangotedo,1000000,,4ENFC,"Updated 20 Apr 2021, Added 09 Apr 2021",,2 Bedroom,"Neat and nice 2 bedroom flat in a secured estate at Ogidan junction,Sangotedo .
Rent 1m
Agency 100k
Agreement 100k
Service charge 120k
Caution fee deposit 100k"
